package_path	private_sha256	published_sha256	reason
armi_cross_configuration/kit/run_trajectory.sh	503d44c5cfd47e4d43bb0b114e1fbb6afd4699db38c266accd58e180d606eb11	99f9b525863c243d97d52814d1365dfa28f57592c9088c2b1cb7e68c062dfa2f	adapted to the published layout (REPRODUCE.md): path assignments only; alias rule and path redaction (REDACTION.md)
armi_cross_configuration/kit/run_warped.sh	79f931cc59a3036c932937c24c0918f4720e4189c0e151c7a9e52639c4603bd4	657eb9104b67d766e6ba021d7c2c879fcffc0c2dbe8ae77cee17f10ffb832e2c	adapted to the published layout (REPRODUCE.md): path assignments only; alias rule and path redaction (REDACTION.md)
armi_cross_configuration/kit/src/eval_controls.py	439fa95ebfa5af79ff08cd5d502aaeac09adefaf3b3c49405f5a28fb83cdcd8f	492901af6fe010711f7c001639c5d21ea9a24d0c45363faf4e432827ba6f66dc	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/kit/src/eval_xcfg.py	d50b445e4d533def07af6417be9e7eb124b9ee856eabc18c3d72258e860049a3	dfd2587559f563e87ac4e5f18ba8543ad9d23eb85fe20ca5a98c6848a1ee3857	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/kit/src/phase_g/zk_unet.py	a2d74d163c00e2d541e716d5fd62f628ccd6b04436029222f6d5b4a440d27fcc	6ce4080dc5709bdf10a663b1761b4afae2106901fc312b87f877dbbfcbe3b6dc	alias rule and path redaction (REDACTION.md); sentences replaced (REDACTION.md)
armi_cross_configuration/kit/src/precache_warped.py	b80e33a86ab1402726af87fadfe3bea0d5bd002036da9e91b72e67ba5b46da36	a7a3165c3bdcd724ce0d0e646b1977ae0dd39879fe16cc7f44038a0b95416440	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/kit/src/precache_xcfg.py	5b4e380ab4edd630ed3207690e8b9d52acd718e2b98586c100fb287c52faea04	18867d6a82dcde79fea3d7679a2d59dac49369edbdc541b374df84950f4f9c12	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/kit/src/train_xcfg.py	3732bda7a61f726681dd533236e6015eea3c4a5de781a6b30bf140ca614b0e41	3dc7b2c495e8eadf577d21fbf4941bc5876a978b92f6ceb4eff89cc4d3322585	adapted to the published layout (REPRODUCE.md): path assignments only; alias rule and path redaction (REDACTION.md)
armi_cross_configuration/kit/summarize.py	1effb7e31de092ff0a059acce4b1d411efc2f05e3e5bdb7f3af09272a46282ee	8b84f21d5a78c33373a05281bf5b616323d932b41279370a7e7412e9dbd5c89b	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armc_2026_s20260908_ctl.eval.json	e38087e0d4a4843ab2ab0afa8a9f64e6803602ea9091399d8936d28be6add38e	9e16eaaf4c195dcdf8f62eeae0784ab216d475258f5eb8af89bc9f802b2beda3	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armc_2026_s20260908_ctl.pubproto_eval.json	5a55bd55df4797da03f2892188d80a7555504753e427e1b15b50b17d97385e4e	204b5bc5a91e224ee34e3eb44ca8d82dd63a51e8d3e7537882f786b62ccc1867	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2024six_s20260908.eval.json	faee16929e70af2ee33dd8fa962b852d96c8788ddf7074c91f7bdaa4ff85b387	38c3c27c538a9b59b797934260d714d1fa682a2cf2ab419fe2b8ce073181b182	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2024six_s20260908.warped.eval.json	bf3c751672f67cb73916533dbc888558e2bb1ccd8b94e97c56d1c666ddfe026e	71fa060d2d90cd876213d5a3382282ed6e2f21b67dfc23a51dd7abbc9de638f6	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2026_s20260907.controls2024.json	fbcd78b5ae7e67e9466c3a30dc545fb51f6c6ec3a728a63e6b761358d16e8596	52b1833a38bc1d70c364cd05a3515edefa31b492951f5fa308cacbbe5bdbf4ef	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2026_s20260907.eval.json	b0b28156bbbf77a5fe0a6cb41ab4010cc03127905a08627d8c79c95f55c633a0	b590026cfb9844ee0c58b8ec447ca95f06d046529846f901b3e6141423818005	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2026_s20260907.warped.eval.json	e50b945f0da0ddd2812975454e7cd11098a4c9885c8bcf28085de933f49030b4	963f08c0cc2ae3670b60d1ce94b45217e49bd56c210a4982bfa2062860f76981	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2026_s20260908.controls2024.json	ccaa4a3080b4d2cab38a1f8e459a2a131ee40200ed278f831510c9caade6ca4d	b31a0a64fb5b42e7073536ae393d5c5647b95267aac69ed6c87fa6ba6e3dfc45	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2026_s20260908.e2023stored.eval.json	9e67b578cdfa088a661fbeae9c8214b459eb0c7a92a4c1e39744d095f3d5b760	d20bb109d0f7c99a66973336ed12283fde870684f560b8519759f15cee6fb52c	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2026_s20260908.eval.json	e50735dc3929beafb7ebbb467a1fe59efdfa402d7347341088429209715c24c2	71cf7fa7ad05e5c4d2b4109a9f995340e363624e102ccb9db158d184e2e09443	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_2026_s20260908.warped.eval.json	96b3fb3447b4caaea897f53b39b7d58a6026b9a188e0ebe5d7f77f6da53af9a3	e3f1afaeb00ca027d8289595fc496635436912dae633b014b44e453763fd684a	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_unified_s20260907.eval.json	14f5b511e93a5389ac30d1387eee3c87d9cdff0375d2b5b340b77c40eb2ef354	30bf1efe1bd198dcd0df4a598aa7c4e7f4dc4cc7e8adbae1159fd6e575c605df	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_unified_s20260907.trailer_raw.eval.json	2754607253aa54b39bf2ccad3f9e7b03c823f3654ff66d555696ed8960ba0676	c42a328de71361a2e871828777ad3cb709792729462e0669f9817a31243738bf	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_unified_s20260908.eval.json	d47b1cc8277f876354a75c57e370fdb5b5e48dbedaf420cd08f0857032079c88	1a3911fb383096bd9c0e32113dfd0eb91295dbce021229f1cd1595e2045dcccb	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/armi_unified_s20260908.trailer_raw.eval.json	1e28e6b5f2b611786575a93d0f9c96b36e828510effc906f4892297e080fd2cd	81e0b416b0273fb1d01a401d00d4300b9d88970f2176d4dbbe45063d6f501dd4	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2023w_k1.d2.eval.json	63695a5011d09974aec0b8e610752e22ff7420289553c6eac55531e322e772d8	e2ed3691d0ac5dc54b0517a96d04ffb7304fd3966857828800a7553d8df3f48e	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2023w_k1.eval.json	c432db414f7383e731cb564e866025c978a891e3deec5cfac90dfca7f99cb077	ff602fc2dddcf6102283a71948ebd8f9dbee812793eb9528a66c6a810012e32c	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2023w_k2.d2.eval.json	8ea127b977e33eff19a7e3378ce7cc0ef9785b67a06c32432c613f0581711be3	3d306a8f8749b2df0566cbfce883772e6bf295149b10b180f13c7b35ff4b301c	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2023w_k2.eval.json	dfb290001cf21d82039ee6b94f39903f3de6e524c4fb118dd09bf0f4d9eafdbd	36e953f0a8de6dffb388b87fee9364db898c20c6a513ab6f7b322d6f0b3f367e	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2023w_k4.d2.eval.json	05e4cd1f3155b82a8ef8fdb80da1fcb22c4bce41e19f833199fe459a0b26708d	1ab83aa5afa990c13d286da90f7ddcd086f59bf6b10633537133cd52c61f6b9a	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2023w_k4.eval.json	0957b1ea22108ffe6d8a72b3da8b11ef911a5a3b102ae0dbc33a57888a3edd0b	987e61bdc07a2bf7be18f40c24bed871047fb75030ad1e0f63622766e3b99f2c	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2023w_k7.d2.eval.json	1d6f46b9b1584f9aaf85857a77e57a3cbf087299bd4d36e13246bf36ba0e4098	110f677188d1713a7d5812a8f0b5b33b5bb1bac37350f71e4ef994eb59980209	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2023w_k7.eval.json	64a39351d3f78c2108db36c15bcaa22d54ba6c13a1b5ceec7a4c1234b2fa8765	b49043cc968787e57425f22b938e78682356a7ea1a61fb4a20907da1a7af88e3	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2024_k1.d2.eval.json	0472b7aad798a43bf380e514a978bbf554b59da3a5bbecb816910ddb9b877c4d	b26df8d60d54d06841156952f5c1923d50383a70d0d02a7b94808cabe04575b5	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2024_k1.eval.json	dd43551d0b56c5d387ff859a888a58aa936b70308a2ac6b19fadb96258274258	e2b4f529740425dd36817b6201d1d284d10d5b0e2068501949c6e450298cf6ad	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2024_k2.d2.eval.json	fee6a025052d2a42dfbb3ab176f920316f458435097d3397e07f9c24839b39be	53d0db9ecf7fb10f4f4376c4fc85328edac6d620f9c66f1aaba971491d341b5b	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2024_k2.eval.json	d21f76a8bfcf1c6adb5b82d2fbb76e8be2add55da0e8b87d8358c098408003e1	0e123ea6df26043da99459e6b193216110d982b97be1d7f771a0d4929a8d9e76	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2024_k4.d2.eval.json	2508cf511fdd7186d928242ae6649841b8f91fdc8267b8a5af5444dc2e5a5138	1b5bd2863a9af04cb549f7386db57db2805543d05fe7e0ddb787b456fc077678	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2024_k4.eval.json	810827c226b1549a981d3355b9bf72cfec2fe241b8bd18d56dbbf2e14cc907ae	451039f7854c33a2c176b8b3b55cfde9e440cc550110a279480d2aa965f5e7e5	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2024_k6.d2.eval.json	4caf2c4f5237eed72519c78b36fc50cc5dbeac54b8d912d666fe1dae83e600f4	80e0c35aedf7e72e5c3c722212a99eb620c558b5b1e6e030b18721580839b69e	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/fs_2024_k6.eval.json	6d812cd537ccbc3f7fd9f29f182f798edd5bc7336282796228023f1322bc80e0	8d926e93b8ff62684be72986534eb73777f8efe9fc36847ced5c2f08c7c8ef9a	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/traj_armi_2026_s20260908_10000.eval.json	e628c9cedcfe512245af8ec3f426e7e34053813fc444084c43e12cd58791f82c	699d3af911578154d4b464606d902c4f181ec157f29eac8911141bcca7c7ce0b	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/traj_armi_2026_s20260908_15000.eval.json	41656387f733f10370bc9827b41025796b2b647f3147747c769c7b5d627be386	6a88e413630223ebb60787ed03d3833077b8c69fde8d054b65fb0f44fb19e9a4	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/traj_armi_2026_s20260908_20000.eval.json	1fa95dea2ed319d08d4bd09f250f25de5a371093f490ea72e0bedf037aaa1712	d4aa902e92da0a36f5151ddd61fd50671fba34b1f7afd1f7bb541500af7c2a8d	alias rule and path redaction (REDACTION.md)
armi_cross_configuration/results/traj_armi_2026_s20260908_5000.eval.json	73a5717c9fefa402965dc464a9f50e899acc80edadd155b648d201d1b712dea3	b4c4a7887d54497d0b58ec68991b72aee493ffe4e6deb511933bab0219b8ce4e	alias rule and path redaction (REDACTION.md)
audits/astra/armi_r1_brief.md	3d76248bd753f626f4417fae413d09f04d010ec8d66641c7194f47e823cf7980	4a1dda361f02309b64a8f4f8a2631668399c1ad813e140c58fa23d8a6a4b2800	published audit copy: dispositions, alias rule, path locators, links rewritten (audits/README.md)
audits/astra/armi_r1_verdict.md	2e701a8d22e3242710081a2e64ff6e5f891345cac27ded26c4580bf5b34dc31f	9158e3e8b17e5faf8a51aeafab5ef5f31fb98fc205d961a14eda12dfd6c65460	published audit copy: dispositions, alias rule, path locators, links rewritten (audits/README.md)
audits/astra/armi_r2_brief.md	3486c9f028b9e8067bbc4453d9c6cacc9e322c3be234030cd277b7455687f53b	248e5fccaf1e7941707f6949e93933b8e8ce8a46a356f009abae4fa5bee7f427	published audit copy: dispositions, alias rule, path locators, links rewritten (audits/README.md)
audits/astra/armi_r2_verdict.md	15cdf1262899a76e995999cff4831bef83ab8231d7eea636a86616c8d09c8be8	4d01829710e7311aa75afb23d076413866a22afd12cc0b2cf6e8b9c695558a7d	published audit copy: dispositions, alias rule, path locators, links rewritten (audits/README.md)
audits/astra/coupling_r1_brief.md	650e1a1de4daa40d14f9c3be21c585e8ea3cec7f08c964c2fff4c680c4ca07ba	0bfa47f1d4cf0dbc101370cd94d157f59dccc95497545cc63782cd19ff52282a	published audit copy: dispositions, alias rule, path locators, links rewritten (audits/README.md)
audits/astra/coupling_r1_verdict.md	3d75c4783cb729f3c963879e42d91740a9597e37533743d3de01bf2cbb240918	a73ae216f75c358b741c564f01d94464ec26b336c3b149f0a1dcf3c93aac57ec	published audit copy: dispositions, alias rule, path locators, links rewritten (audits/README.md)
audits/astra/oldlight_r1_brief.md	a9d054ed0c136b8c88c69b8539f69d10d43c3784e69e1dd6543b9b4bb54e9566	da855a2b63f49d554c5e9c10e549d6a5fff528c8d82105cf5558bf8aee932593	published audit copy: dispositions, alias rule, path locators, links rewritten (audits/README.md)
audits/astra/oldlight_r1_verdict.md	f32f71cedebb1839241581a02b8e1e23632e0e1b7568cd2e4e1d78dc830976cd	cb0aa9d37836553abd0b7d5313672c41227c35e236b5630773de9be61955537d	published audit copy: dispositions, alias rule, path locators, links rewritten (audits/README.md)
data-layer:armi/checkpoints/armc_2026_s20260908_ctl/latest.pt	72e4b63d48fb4b22d921ef491649875fadf9c2c6d4304b039302bc868cdf271f	7dcb89edefc16131010a974de1bcc11e704e8d27304eaf5c9333386edc972a52	checkpoint derivative: 3 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/armi_2024six_s20260908/eval.log	363d64fbcb21ace614ce278120fb7b672f1a4b0876ca1c7be64d2a07a658239f	0d5786a57664b95887f6248740d95cca5e994a2c87c2934f32afbda3edf635ae	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/armi_2024six_s20260908/latest.pt	a0464efaff9150081a401e5e052557b171ba0e21f78f8b02596236cec5750b7a	dfdad3593993f466cdd4fcfb74fa6ed1d27cb71b79c80cfb7ca76396fef76515	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/old_root, args/c_cache_fallback); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/armi_2026_s20260907/eval.log	c850364c05c232a1e2f3590acff1ca2e80b98883543d1599d4c283d2c72acf11	68676981c4b3c0c5e1fbe51811e7d441f88e8da38ac47a074eaaa2a514d96657	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/armi_2026_s20260907/latest.pt	73700322a32e83f91450db68586e3a83067988b042d15c631ea9a8d77f222d8a	850f8c5f00c3aa1cc9332258eb2942be368ad0f19cf5394aa2a0fa77c2a05d31	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/old_root, args/c_cache_fallback); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/armi_2026_s20260908/eval.log	a3837fafa6b922a24edb0ef5089274f13d8b53a6fcd5220c7d31f5906b273527	94bf00d5b67c8377831339252fa828a5ae47531e5a1e3b8e60e9357398924f9b	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/armi_2026_s20260908/latest.pt	e261352278b3c7b97d8dc5228e2fa940e0689f2609603e8463879e2e1cdc20c4	e0a3e75e24774816f87ad042cfa04f1f13c5d736d685d0235e6cdab391f1544c	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/old_root, args/c_cache_fallback); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/armi_unified_s20260907/latest.pt	1d04530079c2d958cffd07e41df0253e8130df9c6eed631b9ca92d711951b90e	0171819fd0b3a1f5754c34b58fabb45c7879dbef2c6bd202d9360bafcdbc8a33	checkpoint derivative: 4 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/armi_unified_s20260908/latest.pt	a62b955189df754044bfd67383f8c09e81f2b69077bdaa8cf2cfc78d13ad982f	d5fb28f2ab956a56fe1c48dbfa99fe24f9845ed3b2768e4cc5688f9d51084722	checkpoint derivative: 4 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2023w_k1/latest.pt	244ae97b39f858cf0fa9f5147a61b75d55a1a29f362b10a9e15fda746254db4e	970657b71f6e9396dd729af89a0927c107ce436b168f8acc0cf2021f63afd913	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback, args/init_from); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2023w_k1/train.log	4322e45a8accb4c17449d125ac9689a460fd11d819a3855bd49505cd75853913	cfa35be18dcf5dcabd1f23c64444c9d01cbf7de73ccd3748b02414e1a1791bc1	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/fs_2023w_k2/latest.pt	de9d6a3b63f15a6febb4632115a8111963c19bd8e5188424c962df3baa34fbbf	ed14320e7bb70dde95520ebf45e46000bacd1bbdd129998efb906ba69ce53b3f	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback, args/init_from); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2023w_k2/train.log	808eeca43c27fbee88d177f6b15d66b13d732a4aeecb0a72b5e25aacf4a59005	00d5a70aa1179a3acf812c653bd24087eb1465317120700318b107a126b4a92d	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/fs_2023w_k4/latest.pt	3458da7faf84197fe2b79eb03b03b77a7e0c6f6b6ba0693d408315a81edd4d70	9ebe8f43f3b6ba0ff82f7264ad3465a6a57f0422bcfe811d36b0091d0b15ee64	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback, args/init_from); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2023w_k4/train.log	39117c1055636f8ef6cdf59dfcd56c9778d35946c09bd69a56a7fc3e9aecf0d6	751079eec504f6b38e0b249c5ed50792236df4598eb233de4ffecfb78b9ea109	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/fs_2023w_k7/latest.pt	eae02a592b287f8bf6fb591159f1566e5b7291628fb9c2884a5c00bd64b88b9d	9c48e3bdb1a1e5da562a402327ace25830d67763d4b8312d02cc8cb23c7168ef	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback, args/init_from); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2023w_k7/train.log	7bec1adb52943bb8636a297584df377ba4ec29b927900e5616d336a633546a05	a8ce4742f3ace01ee50260bc7ef73beaaaa119c4d9dc3c4cec216d1578bf9b53	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/fs_2024_k1/latest.pt	6b00f5dc8a2a59959639cd514036c029ac3ff887d5bc233a2163caa9c502f697	ef706b46517cdd7950a2f10fa4e5aa909a0b287f5ead5e749974920f4885f2c3	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback, args/init_from); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2024_k1/train.log	bfa51d7499132478316de75ef891e08b079d2d4cad0e101c2a9efcd0c0e7e526	0e6985f530f0a27648fc97c2f87518561b644c4822a30157f3ca7b0910e4f3f9	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/fs_2024_k2/latest.pt	e18b78032d461e4d63a89b8ffcd428d5906423e4fa2e878cca4fd189d72fe0cc	1992463c0a6f14739049517b7db508d04d3e37266406ba533ff8bc8e1c170b87	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback, args/init_from); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2024_k2/train.log	db695fd499043d3d7ba193eba5087efe0bb14c343c7c6d5f435e913d8934bcd0	8bcda211fe81c047a5aa94c358491c6eeefbc12df90c1bcc166977501d5e8c97	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/fs_2024_k4/latest.pt	7239a82456407281ef5dc2d9253a1df2d50a0085fad1b6265817562a8d0e5a14	7af006e2a4af07116c7219e25f16178223ae1e7e44c77332a9ccdb75f7e040f3	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback, args/init_from); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2024_k4/train.log	0ef1cf1016489c33bc9413b9ad742b52d3a552039d02f7dff7fc6615bc2f3c4e	01b39fd4d2376f07d1248062965956678969e4f56b1f08010f3a34d05f72ae6d	alias rule and path redaction (REDACTION.md)
data-layer:armi/checkpoints/fs_2024_k6/latest.pt	8f215385fd267cf8f0e12e83fc8121e4e0cad4c5292c26420a86a6f36434b141	fdb0b39d9402b81b542a81a7c3cdf78d119875436fb58a5e4210d0bcb962018d	checkpoint derivative: 5 machine-path strings in the recorded arguments replaced (args/out, args/ckpt, args/cache_dir, args/c_cache_fallback, args/init_from); all 244 model tensors, the optimiser state, the RNG states, the step, the sampler and every other argument verified equal to the as-trained file
data-layer:armi/checkpoints/fs_2024_k6/train.log	99895cf1225cfcc283e990508c565f1acc63ee449eed5095ccf2c4078770bc7f	d551d147f328f6b50a067df9029192c59fc2131bb7cbc9e05dd9d5c41d12adf6	alias rule and path redaction (REDACTION.md)
data-layer:armi/logs/download.log	72bfe88fb1fb775791cf0d74cfddcb2ad40772b1b869bd5bf80864015268d1da	0f2ed17a07de17465c5cbfae4f345943bebb3da15807a4bb7853efad63393b6f	alias rule and path redaction (REDACTION.md)
data-layer:armi/logs/download.out	72bfe88fb1fb775791cf0d74cfddcb2ad40772b1b869bd5bf80864015268d1da	0f2ed17a07de17465c5cbfae4f345943bebb3da15807a4bb7853efad63393b6f	alias rule and path redaction (REDACTION.md)
data-layer:armi/logs/e2023_order_check_eval.log	5867b8c8ac0bba440047f502d6f3dcb87d3ca2f960ce6a9aa39ae54c259062c8	51ab36ce32adf31b605c665e50945f944367441908e212c2ba568fc2c7581219	alias rule and path redaction (REDACTION.md)
data-layer:armi/logs/precache_2026.log	2c2d96bed39805967ac9fcd5e165278b6196b57abba399048c6a5253b3837c78	a2a153fc15f0b1d4117f32a9de5b650997d30ca5c62fefd3c048b0aaa6f82b64	alias rule and path redaction (REDACTION.md)
data-layer:armi/logs/precache_old.log	8005f9fb5eb6032d79584c08120829bcab38e607dc2c8c944ffd733399c68d77	32fa90a6956e35c83992fcff78ab2303b313b94ea59ce7a082d4bd563f3d371e	alias rule and path redaction (REDACTION.md)
data-layer:armi/logs/precache_warped.log	8739a8fed743f7d5b3b3d5ef933c4be6dff8cbc6e89d4130992f157ff3145da0	8f2a00bfb006cbd7ab9c2b7c722f75aed357d658ccac90924454fda3d22c56fc	alias rule and path redaction (REDACTION.md)
